User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
1002205,P00329442,F,26-35,7,A,3,1
1002205,P00289742,F,26-35,7,A,3,1
1002205,P00259342,F,26-35,7,A,3,1
1002205,P00153742,F,26-35,7,A,3,1
1002205,P00093242,F,26-35,7,A,3,1
1002205,P00140742,F,26-35,7,A,3,1
1002205,P00087842,F,26-35,7,A,3,1
1002205,P00109542,F,26-35,7,A,3,1
1002205,P00254642,F,26-35,7,A,3,1
1002205,P00223842,F,26-35,7,A,3,1
1002205,P00047942,F,26-35,7,A,3,1
1002205,P00241242,F,26-35,7,A,3,1
1002205,P00024242,F,26-35,7,A,3,1
1002205,P00182742,F,26-35,7,A,3,1
1002206,P00294242,M,46-50,7,B,1,1
1002206,P00139942,M,46-50,7,B,1,1
1002206,P00034842,M,46-50,7,B,1,1
1002206,P00049542,M,46-50,7,B,1,1
1002206,P00214842,M,46-50,7,B,1,1
1002206,P00008542,M,46-50,7,B,1,1
1002206,P00183342,M,46-50,7,B,1,1
1002207,P00178242,M,18-25,4,C,4,0
1002208,P00031042,M,26-35,0,C,1,0
1002208,P00184942,M,26-35,0,C,1,0
1002208,P00278642,M,26-35,0,C,1,0
1002208,P00100842,M,26-35,0,C,1,0
1002208,P00248742,M,26-35,0,C,1,0
1002208,P00138542,M,26-35,0,C,1,0
1002208,P00170442,M,26-35,0,C,1,0
1002208,P00321942,M,26-35,0,C,1,0
1002208,P00143642,M,26-35,0,C,1,0
1002208,P00164042,M,26-35,0,C,1,0
1002209,P00183242,M,36-45,7,A,2,1
1002210,P00062742,M,46-50,17,C,0,0
1002211,P00128942,M,46-50,6,C,2,1
1002211,P00106042,M,46-50,6,C,2,1
1002211,P00120142,M,46-50,6,C,2,1
1002211,P00232642,M,46-50,6,C,2,1
1002211,P00189042,M,46-50,6,C,2,1
1002211,P00121142,M,46-50,6,C,2,1
1002211,P00177942,M,46-50,6,C,2,1
1002211,P00063042,M,46-50,6,C,2,1
1002211,P00111842,M,46-50,6,C,2,1
1002211,P00339442,M,46-50,6,C,2,1
1002211,P00252542,M,46-50,6,C,2,1
1002211,P00343742,M,46-50,6,C,2,1
1002211,P00297742,M,46-50,6,C,2,1
1002211,P00287342,M,46-50,6,C,2,1
1002212,P00240142,M,18-25,4,A,2,1
1002212,P00248542,M,18-25,4,A,2,1
1002212,P00250942,M,18-25,4,A,2,1
1002212,P00358342,M,18-25,4,A,2,1
1002213,P00145042,F,26-35,0,B,3,0
1002213,P00142142,F,26-35,0,B,3,0
1002214,P00286642,F,26-35,1,C,4,1
1002214,P00289942,F,26-35,1,C,4,1
1002214,P00144042,F,26-35,1,C,4,1
1002215,P00110742,F,26-35,0,B,2,1
1002215,P00108542,F,26-35,0,B,2,1
1002215,P00112442,F,26-35,0,B,2,1
1002215,P00156042,F,26-35,0,B,2,1
1002215,P0099342,F,26-35,0,B,2,1
1002215,P00081142,F,26-35,0,B,2,1
1002215,P00334242,F,26-35,0,B,2,1
1002215,P00040942,F,26-35,0,B,2,1
1002215,P00002142,F,26-35,0,B,2,1
1002216,P00158542,F,26-35,20,C,0,0
1002217,P00339342,M,0-17,10,C,0,0
1002218,P00102942,M,36-45,17,C,2,1
1002218,P00367142,M,36-45,17,C,2,1
1002219,P00145042,M,26-35,6,C,3,0
1002219,P00283942,M,26-35,6,C,3,0
1002219,P00048742,M,26-35,6,C,3,0
1002219,P00075942,M,26-35,6,C,3,0
1002219,P00197242,M,26-35,6,C,3,0
1002219,P00213742,M,26-35,6,C,3,0
1002219,P00289042,M,26-35,6,C,3,0
1002220,P00059442,F,51-55,3,C,2,0
1002221,P00370642,M,55,17,B,0,1
1002221,P00127442,M,55,17,B,0,1
1002221,P00030842,M,55,17,B,0,1
1002221,P00041342,M,55,17,B,0,1
1002221,P00209842,M,55,17,B,0,1
1002221,P00156042,M,55,17,B,0,1
1002221,P00158242,M,55,17,B,0,1
1002221,P00126142,M,55,17,B,0,1
1002221,P00026642,M,55,17,B,0,1
1002222,P00118742,F,46-50,1,B,2,1
1002222,P00025042,F,46-50,1,B,2,1
1002222,P00218342,F,46-50,1,B,2,1
1002222,P00321942,F,46-50,1,B,2,1
1002222,P00315842,F,46-50,1,B,2,1
1002222,P00118042,F,46-50,1,B,2,1
1002222,P00302942,F,46-50,1,B,2,1
1002222,P00339442,F,46-50,1,B,2,1
1002222,P00331842,F,46-50,1,B,2,1
1002223,P00258442,M,26-35,2,B,0,1
1002223,P00052842,M,26-35,2,B,0,1
1002223,P00105142,M,26-35,2,B,0,1
1002223,P00259342,M,26-35,2,B,0,1
1002223,P00113242,M,26-35,2,B,0,1
1002223,P00110842,M,26-35,2,B,0,1
1002223,P00010842,M,26-35,2,B,0,1
1002223,P00346242,M,26-35,2,B,0,1
1002223,P00178642,M,26-35,2,B,0,1
1002223,P00253042,M,26-35,2,B,0,1
1002223,P00140742,M,26-35,2,B,0,1
1002223,P00216742,M,26-35,2,B,0,1
1002223,P00037142,M,26-35,2,B,0,1
1002223,P00001142,M,26-35,2,B,0,1
1002223,P00356742,M,26-35,2,B,0,1
1002223,P00048142,M,26-35,2,B,0,1
1002223,P00040042,M,26-35,2,B,0,1
1002223,P00102942,M,26-35,2,B,0,1
1002223,P00072842,M,26-35,2,B,0,1
1002224,P00246342,M,26-35,12,C,2,1
1002225,P00349942,M,26-35,5,B,1,1
1002225,P00087642,M,26-35,5,B,1,1
1002225,P00316642,M,26-35,5,B,1,1
1002225,P00251242,M,26-35,5,B,1,1
1002225,P00282042,M,26-35,5,B,1,1
1002225,P00120342,M,26-35,5,B,1,1
1002225,P00284842,M,26-35,5,B,1,1
1002225,P00221042,M,26-35,5,B,1,1
1002225,P00057942,M,26-35,5,B,1,1
1002225,P00221142,M,26-35,5,B,1,1
1002225,P00345742,M,26-35,5,B,1,1
1002225,P00228342,M,26-35,5,B,1,1
1002225,P00183742,M,26-35,5,B,1,1
1002225,P00113042,M,26-35,5,B,1,1
1002225,P00208742,M,26-35,5,B,1,1
1002225,P00192842,M,26-35,5,B,1,1
1002225,P00310642,M,26-35,5,B,1,1
1002228,P00070342,M,26-35,12,C,3,1
1002228,P00002142,M,26-35,12,C,3,1
1002230,P00208542,F,46-50,1,B,4,1
1002230,P00032542,F,46-50,1,B,4,1
1002230,P00279542,F,46-50,1,B,4,1
1002230,P00318742,F,46-50,1,B,4,1
1002230,P00030642,F,46-50,1,B,4,1
1002230,P00118042,F,46-50,1,B,4,1
1002230,P00154242,F,46-50,1,B,4,1
1002230,P00141942,F,46-50,1,B,4,1
1002230,P00009242,F,46-50,1,B,4,1
1002230,P00157842,F,46-50,1,B,4,1
1002230,P00028442,F,46-50,1,B,4,1
1002230,P00248542,F,46-50,1,B,4,1
1002231,P00114342,M,51-55,11,B,1,1
1002231,P00220442,M,51-55,11,B,1,1
1002231,P00058042,M,51-55,11,B,1,1
1002231,P00100842,M,51-55,11,B,1,1
1002231,P00215742,M,51-55,11,B,1,1
1002231,P00313442,M,51-55,11,B,1,1
1002231,P00205042,M,51-55,11,B,1,1
1002231,P00351842,M,51-55,11,B,1,1
1002231,P00273742,M,51-55,11,B,1,1
1002231,P00336142,M,51-55,11,B,1,1
1002231,P00342742,M,51-55,11,B,1,1
1002231,P00265142,M,51-55,11,B,1,1
1002231,P00326242,M,51-55,11,B,1,1
1002231,P00058342,M,51-55,11,B,1,1
1002231,P00284742,M,51-55,11,B,1,1
1002231,P00339042,M,51-55,11,B,1,1
1002231,P00330242,M,51-55,11,B,1,1
1002231,P00226242,M,51-55,11,B,1,1
1002232,P00065442,M,26-35,14,B,1,1
1002232,P00213742,M,26-35,14,B,1,1
1002232,P00171342,M,26-35,14,B,1,1
1002232,P00105142,M,26-35,14,B,1,1
1002232,P00183242,M,26-35,14,B,1,1
1002232,P00112542,M,26-35,14,B,1,1
1002232,P00254242,M,26-35,14,B,1,1
1002232,P0099042,M,26-35,14,B,1,1
1002232,P00198042,M,26-35,14,B,1,1
1002232,P00135742,M,26-35,14,B,1,1
1002232,P00118042,M,26-35,14,B,1,1
1002232,P00332242,M,26-35,14,B,1,1
1002233,P00285842,F,36-45,3,B,2,1
1002233,P00316642,F,36-45,3,B,2,1
1002233,P00199442,F,36-45,3,B,2,1
1002233,P00247042,F,36-45,3,B,2,1
1002233,P00085942,F,36-45,3,B,2,1
1002233,P00313142,F,36-45,3,B,2,1
1002233,P00088342,F,36-45,3,B,2,1
1002233,P00119542,F,36-45,3,B,2,1
1002233,P00307142,F,36-45,3,B,2,1
1002234,P00135142,M,55,1,C,0,1
1002235,P00145042,M,0-17,10,C,2,0
1002235,P00010242,M,0-17,10,C,2,0
1002235,P00206042,M,0-17,10,C,2,0
1002235,P00014842,M,0-17,10,C,2,0
1002235,P00000542,M,0-17,10,C,2,0
1002235,P00019842,M,0-17,10,C,2,0
1002235,P00055642,M,0-17,10,C,2,0
1002235,P00268042,M,0-17,10,C,2,0
1002236,P00358442,M,0-17,10,C,0,0
1002237,P00369042,F,36-45,6,B,1,0
1002237,P00351142,F,36-45,6,B,1,0
1002237,P00290942,F,36-45,6,B,1,0
1002237,P00090942,F,36-45,6,B,1,0
1002237,P00102642,F,36-45,6,B,1,0
1002237,P00175042,F,36-45,6,B,1,0
1002237,P00115142,F,36-45,6,B,1,0
1002237,P00348342,F,36-45,6,B,1,0
1002237,P00169442,F,36-45,6,B,1,0
1002237,P00050142,F,36-45,6,B,1,0
1002237,P00033342,F,36-45,6,B,1,0
1002237,P00309442,F,36-45,6,B,1,0
1002237,P00047042,F,36-45,6,B,1,0
1002237,P00018042,F,36-45,6,B,1,0
1002237,P00221842,F,36-45,6,B,1,0
1002238,P00150342,F,26-35,4,B,2,0
1002238,P00173742,F,26-35,4,B,2,0
1002238,P00049642,F,26-35,4,B,2,0
1002238,P00027342,F,26-35,4,B,2,0
1002239,P00233542,M,18-25,10,A,0,0
1002239,P00102642,M,18-25,10,A,0,0
1002239,P00115142,M,18-25,10,A,0,0
1002239,P00073842,M,18-25,10,A,0,0
1002239,P00074642,M,18-25,10,A,0,0
1002239,P00240242,M,18-25,10,A,0,0
1002239,P00016542,M,18-25,10,A,0,0
1002239,P00249742,M,18-25,10,A,0,0
1002239,P00021742,M,18-25,10,A,0,0
1002240,P00233542,M,46-50,12,C,0,1
1002240,P00127642,M,46-50,12,C,0,1
1002240,P00165442,M,46-50,12,C,0,1
1002240,P00110742,M,46-50,12,C,0,1
1002240,P00121242,M,46-50,12,C,0,1
1002240,P00178142,M,46-50,12,C,0,1
1002240,P00054042,M,46-50,12,C,0,1
1002241,P00088242,M,46-50,5,B,1,0
1002241,P00199642,M,46-50,5,B,1,0
1002241,P00232542,M,46-50,5,B,1,0
1002241,P00235842,M,46-50,5,B,1,0
1002241,P00336542,M,46-50,5,B,1,0
1002242,P00100442,M,18-25,4,A,2,0
1002242,P00251942,M,18-25,4,A,2,0
1002242,P00058142,M,18-25,4,A,2,0
1002242,P00155242,M,18-25,4,A,2,0
1002242,P00151742,M,18-25,4,A,2,0
1002242,P00260442,M,18-25,4,A,2,0
1002242,P00198142,M,18-25,4,A,2,0
1002242,P00078642,M,18-25,4,A,2,0
1002242,P00033642,M,18-25,4,A,2,0
1002242,P00109542,M,18-25,4,A,2,0
1002242,P0096342,M,18-25,4,A,2,0
1002242,P00110042,M,18-25,4,A,2,0
1002242,P00139942,M,18-25,4,A,2,0
1002242,P00118742,M,18-25,4,A,2,0
1002242,P00182442,M,18-25,4,A,2,0
1002242,P00033542,M,18-25,4,A,2,0
1002242,P00050742,M,18-25,4,A,2,0
1002242,P00251542,M,18-25,4,A,2,0
1002242,P00320942,M,18-25,4,A,2,0
1002243,P00251342,M,46-50,2,C,1,1
1002243,P00368242,M,46-50,2,C,1,1
1002243,P00287542,M,46-50,2,C,1,1
1002245,P00157542,M,0-17,10,C,1,0
1002245,P00370242,M,0-17,10,C,1,0
1002245,P00296142,M,0-17,10,C,1,0
1002245,P00337742,M,0-17,10,C,1,0
1002247,P00085242,M,46-50,2,B,2,1
1002247,P00148642,M,46-50,2,B,2,1
1002247,P00106742,M,46-50,2,B,2,1
1002247,P00065442,M,46-50,2,B,2,1
1002247,P00115642,M,46-50,2,B,2,1
1002247,P00088042,M,46-50,2,B,2,1
1002247,P00153742,M,46-50,2,B,2,1
1002247,P00296042,M,46-50,2,B,2,1
1002248,P00113042,F,36-45,12,C,2,0
1002248,P00140042,F,36-45,12,C,2,0
1002248,P00085942,F,36-45,12,C,2,0
1002248,P00236942,F,36-45,12,C,2,0
1002248,P00137642,F,36-45,12,C,2,0
1002248,P00102242,F,36-45,12,C,2,0
1002249,P00328342,M,26-35,5,C,3,0
1002249,P00213742,M,26-35,5,C,3,0
1002250,P00138442,M,18-25,19,A,3,1
1002250,P00057642,M,18-25,19,A,3,1
1002250,P00332242,M,18-25,19,A,3,1
1002250,P00328142,M,18-25,19,A,3,1
1002251,P00085242,M,36-45,14,A,3,0
1002251,P00339442,M,36-45,14,A,3,0
1002251,P00118742,M,36-45,14,A,3,0
1002251,P00084942,M,36-45,14,A,3,0
1002251,P00178442,M,36-45,14,A,3,0
1002251,P00245942,M,36-45,14,A,3,0
1002251,P00270942,M,36-45,14,A,3,0
1002251,P00259342,M,36-45,14,A,3,0
1002251,P00145442,M,36-45,14,A,3,0
1002251,P00318942,M,36-45,14,A,3,0
1002251,P00247142,M,36-45,14,A,3,0
1002251,P00073842,M,36-45,14,A,3,0
1002251,P00170342,M,36-45,14,A,3,0
1002252,P00268342,F,18-25,1,B,1,0
1002252,P00195442,F,18-25,1,B,1,0
1002253,P00037142,F,51-55,0,C,4,0
1002254,P00334042,M,36-45,5,C,3,0
1002254,P00221442,M,36-45,5,C,3,0
1002255,P00155242,F,36-45,6,B,1,1
1002255,P0095342,F,36-45,6,B,1,1
1002255,P00117942,F,36-45,6,B,1,1
1002255,P00173542,F,36-45,6,B,1,1
1002255,P00025442,F,36-45,6,B,1,1
1002255,P00269542,F,36-45,6,B,1,1
1002255,P00116742,F,36-45,6,B,1,1
1002256,P00173342,F,46-50,15,C,1,0
1002256,P00010742,F,46-50,15,C,1,0
1002256,P00057742,F,46-50,15,C,1,0
1002257,P00358242,F,18-25,4,B,2,0
1002257,P00220442,F,18-25,4,B,2,0
1002258,P00320442,F,18-25,4,B,4,0
1002258,P00277642,F,18-25,4,B,4,0
1002258,P00220442,F,18-25,4,B,4,0
1002258,P00254342,F,18-25,4,B,4,0
1002258,P00304142,F,18-25,4,B,4,0
1002258,P00046742,F,18-25,4,B,4,0
1002258,P00193542,F,18-25,4,B,4,0
1002258,P00148442,F,18-25,4,B,4,0
1002258,P00223742,F,18-25,4,B,4,0
1002258,P00187342,F,18-25,4,B,4,0
1002258,P00035242,F,18-25,4,B,4,0
1002259,P00367442,F,55,16,C,1,1
1002259,P00217742,F,55,16,C,1,1
1002259,P00112842,F,55,16,C,1,1
1002259,P00170642,F,55,16,C,1,1
1002260,P00000142,F,26-35,20,C,1,0
1002260,P00220442,F,26-35,20,C,1,0
1002260,P00220342,F,26-35,20,C,1,0
1002261,P00213242,M,26-35,5,C,1,0
1002261,P00029242,M,26-35,5,C,1,0
1002261,P00249142,M,26-35,5,C,1,0
1002261,P00216342,M,26-35,5,C,1,0
1002261,P00317842,M,26-35,5,C,1,0
1002261,P00317942,M,26-35,5,C,1,0
1002261,P00237242,M,26-35,5,C,1,0
1002261,P00240042,M,26-35,5,C,1,0
1002262,P00057642,M,46-50,17,C,1,1
1002262,P00145642,M,46-50,17,C,1,1
1002262,P00057742,M,46-50,17,C,1,1
1002263,P00266542,M,26-35,6,C,2,1
1002263,P00284942,M,26-35,6,C,2,1
1002263,P00006942,M,26-35,6,C,2,1
1002263,P00122442,M,26-35,6,C,2,1
1002263,P00006242,M,26-35,6,C,2,1
1002264,P00338442,F,46-50,7,C,1,0
1002264,P00049542,F,46-50,7,C,1,0
1002264,P00146742,F,46-50,7,C,1,0
1002264,P00010342,F,46-50,7,C,1,0
1002264,P00344542,F,46-50,7,C,1,0
1002264,P00078542,F,46-50,7,C,1,0
1002264,P00177842,F,46-50,7,C,1,0
1002264,P00120042,F,46-50,7,C,1,0
1002264,P00331942,F,46-50,7,C,1,0
1002264,P00225942,F,46-50,7,C,1,0
1002264,P00110542,F,46-50,7,C,1,0
1002264,P00323942,F,46-50,7,C,1,0
1002264,P00046142,F,46-50,7,C,1,0
1002265,P00321942,M,55,13,C,1,1
1002265,P00310042,M,55,13,C,1,1
1002265,P0097142,M,55,13,C,1,1
1002265,P00199342,M,55,13,C,1,1
1002265,P00184942,M,55,13,C,1,1
1002265,P00110842,M,55,13,C,1,1
1002265,P00349942,M,55,13,C,1,1
1002265,P00244042,M,55,13,C,1,1
1002265,P00155142,M,55,13,C,1,1
1002265,P00155442,M,55,13,C,1,1
1002265,P0095342,M,55,13,C,1,1
1002265,P00189742,M,55,13,C,1,1
1002265,P00161542,M,55,13,C,1,1
1002266,P00014542,F,51-55,2,C,1,1
1002266,P00030642,F,51-55,2,C,1,1
1002266,P00135742,F,51-55,2,C,1,1
1002267,P00188542,F,55,13,C,1,1
1002267,P00254142,F,55,13,C,1,1
1002267,P00120842,F,55,13,C,1,1
1002267,P00121142,F,55,13,C,1,1
1002268,P00021842,F,36-45,1,C,4,0
1002270,P00210042,M,18-25,1,C,3,1
1002270,P00321942,M,18-25,1,C,3,1
1002270,P00295942,M,18-25,1,C,3,1
1002270,P00221742,M,18-25,1,C,3,1
1002270,P00327842,M,18-25,1,C,3,1
1002270,P00157642,M,18-25,1,C,3,1
1002271,P00110942,M,51-55,14,A,1,0
1002271,P00059442,M,51-55,14,A,1,0
1002271,P00111142,M,51-55,14,A,1,0
1002271,P00118142,M,51-55,14,A,1,0
1002271,P00015642,M,51-55,14,A,1,0
1002271,P00258442,M,51-55,14,A,1,0
1002271,P00025442,M,51-55,14,A,1,0
1002271,P00317542,M,51-55,14,A,1,0
1002271,P00274242,M,51-55,14,A,1,0
1002271,P00278242,M,51-55,14,A,1,0
1002271,P00135142,M,51-55,14,A,1,0
1002271,P00201442,M,51-55,14,A,1,0
1002271,P00193542,M,51-55,14,A,1,0
1002271,P00150542,M,51-55,14,A,1,0
1002271,P00140742,M,51-55,14,A,1,0
1002271,P00176642,M,51-55,14,A,1,0
1002271,P00111442,M,51-55,14,A,1,0
1002272,P00101942,M,26-35,0,C,1,0
1002272,P00367042,M,26-35,0,C,1,0
1002272,P00177742,M,26-35,0,C,1,0
1002272,P00140742,M,26-35,0,C,1,0
1002272,P00355642,M,26-35,0,C,1,0
1002273,P00001142,M,26-35,6,C,4,0
1002273,P00285742,M,26-35,6,C,4,0
1002273,P00114442,M,26-35,6,C,4,0
1002273,P00244042,M,26-35,6,C,4,0
1002273,P00129542,M,26-35,6,C,4,0
1002273,P00351842,M,26-35,6,C,4,0
1002273,P00182142,M,26-35,6,C,4,0
1002274,P00198142,M,18-25,2,B,3,0
1002274,P00074642,M,18-25,2,B,3,0
1002275,P00224142,M,55,7,C,3,1
1002275,P00247542,M,55,7,C,3,1
1002275,P00284042,M,55,7,C,3,1
1002275,P00246942,M,55,7,C,3,1
1002276,P00315642,M,55,13,C,1,1
1002276,P00114442,M,55,13,C,1,1
1002276,P00271042,M,55,13,C,1,1
1002276,P00101342,M,55,13,C,1,1
1002278,P00282942,M,51-55,17,B,4,1
1002278,P00090842,M,51-55,17,B,4,1
1002279,P00368342,M,51-55,7,B,2,1
1002279,P00145042,M,51-55,7,B,2,1
1002279,P00084242,M,51-55,7,B,2,1
1002279,P00338842,M,51-55,7,B,2,1
1002279,P00065642,M,51-55,7,B,2,1
1002279,P00065342,M,51-55,7,B,2,1
1002279,P00100642,M,51-55,7,B,2,1
1002279,P00326642,M,51-55,7,B,2,1
1002279,P00329542,M,51-55,7,B,2,1
1002279,P00217942,M,51-55,7,B,2,1
1002280,P00293342,M,55,6,B,2,1
1002280,P00145042,M,55,6,B,2,1
1002280,P00065442,M,55,6,B,2,1
1002280,P00213242,M,55,6,B,2,1
1002280,P00145442,M,55,6,B,2,1
1002281,P00042742,M,46-50,11,A,4,0
1002281,P00338442,M,46-50,11,A,4,0
1002281,P00255842,M,46-50,11,A,4,0
1002283,P00050542,M,36-45,18,C,2,1
1002283,P00090842,M,36-45,18,C,2,1
1002283,P00220442,M,36-45,18,C,2,1
1002283,P00286642,M,36-45,18,C,2,1
1002284,P00025442,M,26-35,20,B,1,1
1002284,P00237542,M,26-35,20,B,1,1
1002285,P00370242,F,0-17,10,B,3,0
1002285,P00034742,F,0-17,10,B,3,0
1002286,P00158242,M,36-45,17,C,3,0
1002286,P00051442,M,36-45,17,C,3,0
1002286,P00270142,M,36-45,17,C,3,0
1002287,P00111542,M,55,0,C,1,1
1002288,P00116042,M,0-17,10,B,2,0
1002288,P00258842,M,0-17,10,B,2,0
1002288,P00199442,M,0-17,10,B,2,0
1002288,P00344242,M,0-17,10,B,2,0
1002288,P00308242,M,0-17,10,B,2,0
1002288,P00116242,M,0-17,10,B,2,0
1002288,P00274242,M,0-17,10,B,2,0
1002288,P00144642,M,0-17,10,B,2,0
1002288,P00274942,M,0-17,10,B,2,0
1002288,P00226342,M,0-17,10,B,2,0
1002288,P00102442,M,0-17,10,B,2,0
1002288,P00274042,M,0-17,10,B,2,0
1002288,P00128242,M,0-17,10,B,2,0
1002288,P00057342,M,0-17,10,B,2,0
1002288,P00323042,M,0-17,10,B,2,0
1002288,P00198142,M,0-17,10,B,2,0
1002288,P00259542,M,0-17,10,B,2,0
1002288,P00028842,M,0-17,10,B,2,0
1002288,P00031042,M,0-17,10,B,2,0
1002288,P00112342,M,0-17,10,B,2,0
1002288,P00000142,M,0-17,10,B,2,0
1002288,P00225542,M,0-17,10,B,2,0
1002289,P00085242,F,51-55,1,C,1,1
1002289,P00265142,F,51-55,1,C,1,1
1002291,P00085242,M,46-50,1,C,2,1
1002292,P00101942,M,51-55,15,C,2,1
1002293,P00278642,F,55,3,B,1,1
1002293,P00088642,F,55,3,B,1,1
1002293,P00120342,F,55,3,B,1,1
1002293,P00311542,F,55,3,B,1,1
1002293,P00116342,F,55,3,B,1,1
1002293,P00059442,F,55,3,B,1,1
1002293,P00112442,F,55,3,B,1,1
1002293,P00250642,F,55,3,B,1,1
1002293,P00024142,F,55,3,B,1,1
1002293,P00117642,F,55,3,B,1,1
1002293,P00200642,F,55,3,B,1,1
1002293,P00129542,F,55,3,B,1,1
1002293,P00271242,F,55,3,B,1,1
1002294,P00111442,M,55,13,B,3,0
1002294,P00169442,M,55,13,B,3,0
1002294,P00177842,M,55,13,B,3,0
1002294,P00114542,M,55,13,B,3,0
1002296,P00317942,F,26-35,6,C,3,1
1002297,P00233242,M,55,13,C,4,1
1002297,P00148642,M,55,13,C,4,1
1002298,P00214442,M,36-45,17,C,4,0
1002298,P00230942,M,36-45,17,C,4,0
1002298,P00367042,M,36-45,17,C,4,0
1002298,P00321942,M,36-45,17,C,4,0
1002299,P00146742,F,18-25,10,B,4,0
1002299,P00025442,F,18-25,10,B,4,0
1002299,P00237542,F,18-25,10,B,4,0
1002299,P00019342,F,18-25,10,B,4,0
1002299,P00191442,F,18-25,10,B,4,0
1002299,P00059742,F,18-25,10,B,4,0
1002299,P00244242,F,18-25,10,B,4,0
1002300,P00184942,M,55,13,B,3,1
1002300,P00044442,M,55,13,B,3,1
1002300,P00034742,M,55,13,B,3,1
1002302,P00010742,M,51-55,12,A,1,1
1002302,P00233542,M,51-55,12,A,1,1
1002302,P00103042,M,51-55,12,A,1,1
1002302,P00137542,M,51-55,12,A,1,1
1002302,P00319942,M,51-55,12,A,1,1
1002302,P00324942,M,51-55,12,A,1,1
1002302,P00295842,M,51-55,12,A,1,1
1002302,P00158542,M,51-55,12,A,1,1
1002302,P00086442,M,51-55,12,A,1,1
1002303,P00329242,M,51-55,17,B,4,1
1002303,P00128742,M,51-55,17,B,4,1
1002303,P00000642,M,51-55,17,B,4,1
1002303,P00171342,M,51-55,17,B,4,1
1002303,P00244742,M,51-55,17,B,4,1
1002303,P00226342,M,51-55,17,B,4,1
1002303,P00264642,M,51-55,17,B,4,1
1002303,P00274242,M,51-55,17,B,4,1
1002303,P00184142,M,51-55,17,B,4,1
1002303,P00057942,M,51-55,17,B,4,1
1002303,P00362842,M,51-55,17,B,4,1
1002303,P00296242,M,51-55,17,B,4,1
1002303,P00052842,M,51-55,17,B,4,1
1002304,P00230942,M,46-50,12,B,2,1
1002304,P00220442,M,46-50,12,B,2,1
1002304,P00246542,M,46-50,12,B,2,1
1002304,P00102642,M,46-50,12,B,2,1
1002304,P00334042,M,46-50,12,B,2,1
1002304,P00127742,M,46-50,12,B,2,1
1002304,P00184242,M,46-50,12,B,2,1
1002304,P00270942,M,46-50,12,B,2,1
1002304,P00032042,M,46-50,12,B,2,1
1002304,P00183342,M,46-50,12,B,2,1
1002304,P00204342,M,46-50,12,B,2,1
1002304,P00274142,M,46-50,12,B,2,1
1002304,P00348542,M,46-50,12,B,2,1
1002304,P00278042,M,46-50,12,B,2,1
1002304,P00024542,M,46-50,12,B,2,1
1002304,P00280842,M,46-50,12,B,2,1
1002304,P00351142,M,46-50,12,B,2,1
1002304,P00220842,M,46-50,12,B,2,1
1002304,P00148442,M,46-50,12,B,2,1
1002304,P00120342,M,46-50,12,B,2,1
1002304,P00217942,M,46-50,12,B,2,1
1002304,P00036342,M,46-50,12,B,2,1
1002304,P00158542,M,46-50,12,B,2,1
1002304,P00331142,M,46-50,12,B,2,1
1002304,P00022842,M,46-50,12,B,2,1
1002304,P00239142,M,46-50,12,B,2,1
1002304,P00059442,M,46-50,12,B,2,1
1002304,P00067842,M,46-50,12,B,2,1
1002304,P00297942,M,46-50,12,B,2,1
1002304,P00112842,M,46-50,12,B,2,1
1002304,P00108642,M,46-50,12,B,2,1
1002304,P00126142,M,46-50,12,B,2,1
1002304,P00018842,M,46-50,12,B,2,1
1002304,P00285242,M,46-50,12,B,2,1
1002304,P00122542,M,46-50,12,B,2,1
1002304,P00130642,M,46-50,12,B,2,1
1002304,P00112342,M,46-50,12,B,2,1
1002304,P00036442,M,46-50,12,B,2,1
1002304,P00251842,M,46-50,12,B,2,1
1002305,P00141042,M,51-55,20,A,1,1
1002305,P00173742,M,51-55,20,A,1,1
1002305,P00002142,M,51-55,20,A,1,1
1002305,P00324542,M,51-55,20,A,1,1
1002306,P00036842,F,18-25,4,A,2,0
1002306,P00138342,F,18-25,4,A,2,0
1002306,P00177642,F,18-25,4,A,2,0
1002307,P00365242,M,26-35,17,A,1,1
1002307,P00130742,M,26-35,17,A,1,1
1002307,P00147042,M,26-35,17,A,1,1
1002307,P00309242,M,26-35,17,A,1,1
1002308,P00248742,F,46-50,16,A,3,1
1002308,P00277642,F,46-50,16,A,3,1
1002308,P00030942,F,46-50,16,A,3,1
1002309,P00288242,F,46-50,0,C,2,1
1002309,P00027042,F,46-50,0,C,2,1
1002309,P00288842,F,46-50,0,C,2,1
1002309,P00327242,F,46-50,0,C,2,1
1002309,P00178242,F,46-50,0,C,2,1
1002310,P00113842,M,46-50,12,B,3,1
1002310,P00117942,M,46-50,12,B,3,1
1002310,P00289942,M,46-50,12,B,3,1
1002310,P00255742,M,46-50,12,B,3,1
1002311,P00321942,F,26-35,4,B,2,1
1002313,P00111842,F,51-55,6,C,4,1
1002313,P00105142,F,51-55,6,C,4,1
1002314,P00296942,F,26-35,1,A,4,0
1002314,P00251042,F,26-35,1,A,4,0
1002316,P00156542,M,36-45,0,B,0,0
1002316,P00118142,M,36-45,0,B,0,0
1002316,P00059442,M,36-45,0,B,0,0
1002316,P00057542,M,36-45,0,B,0,0
1002316,P00226642,M,36-45,0,B,0,0
1002318,P00360142,M,55,7,C,0,1
